3	0,000001	0
19	0,000002	0,000002
35	0,000008	0,000007
51	0,00001	0,000009
67	0,000016	0,000016
83	0,000028	0,000024
99	0,000039	0,000035
115	0,000061	0,000047
131	0,000089	0,000064
147	0,00019	0,000081
163	0,000236	0,0001
179	0,000283	0,000122
195	0,00029	0,000144
211	0,000444	0,000167
227	0,000466	0,000199
243	0,000599	0,000212
259	0,000545	0,000268
275	0,000706	0,000307
291	0,00084	0,000392
307	0,001022	0,000465
323	0,001232	0,000381
339	0,001329	0,000485
355	0,001416	0,000458
371	0,001392	0,000494
387	0,001902	0,000892
403	0,002221	0,00094
419	0,002684	0,000954
435	0,002461	0,001094
451	0,002267	0,001225
467	0,003036	0,00129
483	0,002537	0,000844
499	0,003151	0,000894
515	0,00322	0,000964
531	0,003231	0,001016
547	0,004413	0,001737
563	0,003377	0,001151
579	0,003997	0,001948
595	0,004856	0,001559
611	0,003508	0,001342
627	0,00488	0,002393
643	0,004001	0,002522
659	0,004911	0,002629
675	0,004653	0,002655
691	0,005733	0,001725
707	0,006101	0,001898
723	0,005533	0,001959
739	0,007037	0,001956
755	0,007165	0,00328
771	0,006961	0,002164
787	0,007124	0,002247
803	0,007189	0,002359
819	0,007717	0,002439
835	0,008042	0,003644
851	0,008072	0,002705
867	0,008967	0,002681
883	0,008918	0,002782
899	0,009262	0,003426
915	0,009499	0,003254
931	0,009841	0,003134
947	0,009969	0,003238
963	0,01041	0,003349
979	0,016474	0,003968
995	0,010933	0,003544
1011	0,011537	0,003863
1027	0,011592	0,004041
1043	0,012816	0,003913
1059	0,012575	0,004297
1075	0,013005	0,004182
1091	0,013207	0,004279
1107	0,013787	0,00441
1123	0,014246	0,004606
1139	0,014946	0,0047
1155	0,015238	0,004787
1171	0,015367	0,004911
1187	0,015959	0,00511
1203	0,016299	0,005177
1219	0,016864	0,005325
1235	0,01732	0,005536
1251	0,017438	0,005671
1267	0,017964	0,005723
1283	0,018311	0,005893
1299	0,01865	0,006064
1315	0,019023	0,006212
1331	0,01955	0,006402
1347	0,020012	0,006481
1363	0,020522	0,006732
1379	0,021082	0,006826
1395	0,021503	0,00693
1411	0,021855	0,007113
1427	0,02239	0,007298
1443	0,02303	0,00749
1459	0,02345	0,007612
1475	0,02381	0,007777
1491	0,024073	0,008031
1507	0,024752	0,008165
1523	0,025134	0,008311
1539	0,025616	0,008472
1555	0,026152	0,008631
1571	0,027181	0,008834
1587	0,02733	0,00898
1603	0,028034	0,009186
1619	0,028474	0,009354
1635	0,029256	0,009538
1651	0,029855	0,00976
1667	0,030345	0,009957
1683	0,03122	0,010139
1699	0,031844	0,010327
1715	0,033082	0,010542
1731	0,033467	0,010813
1747	0,034565	0,010847
1763	0,035188	0,01108
1779	0,036377	0,011362
1795	0,036608	0,011518
1811	0,037119	0,011681
1827	0,037958	0,011971
1843	0,038244	0,01225
1859	0,039048	0,012378
1875	0,039013	0,012577
1891	0,039265	0,012787
1907	0,039651	0,012997
1923	0,040337	0,013232
1939	0,040697	0,013409
1955	0,041554	0,013702
1971	0,042517	0,013853
1987	0,043128	0,014086
2003	0,043885	0,014286
2019	0,04401	0,014558
2035	0,044956	0,01478
2051	0,045548	0,015087
